name,position,b,t,class,school,division,state,hometown,stats_link
Adam Tulloch,LHP,L,L,Junior,West Virginia University,NCAA: Division 1,WV,"Toronto, Ontario / Weston, Florida",https://stats.ncaa.org/player/index?id=15580&org_id=768&stats_player_seq=2134098&year_stat_category_id=14841
Matt Turino,OF,L,R,Junior,Saint Louis University,NCAA: Division 1,MO,Ontario,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=609&stats_player_seq=2348126
Jaxon Valcke,IF/OF,L,R,Junior,University of British Columbia,NAIA,BC,"Stratford, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=155229
Max Von Gemmingen,C,L,R,Junior,Spring Arbor University,NAIA,MI,"Brampton, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1780&plr=181937
Jayden Wakeham,C,,,Junior,Northern Kentucky University,NCAA: Division 1,KY,"Victoria, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=505&stats_player_seq=2137670
Parker Walker,C,L,R,Junior,Midway University,NAIA,KY,"Minesing, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=20739&plr=189498
Chris Watson,IN,R,R,Junior,St. Lawrence University,NCAA: Division 3,NY,"Claremont, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=607&stats_player_seq=2346623
Nolan Weger,IF,R,R,Junior,University of British Columbia,NAIA,BC,"Surrey, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=158302
Lucas Wepf,RHP,,,Junior,University of Louisiana at Monroe,NCAA: Division 1,LA,Ontario,https://stats.ncaa.org/player/index?id=15580&org_id=498&stats_player_seq=2348208&year_stat_category_id=14841
Robbie Wilkes,INF,L,R,Junior,University of Evansville,NCAA: Division 1,IN,"Regina, Saskatchewan",https://stats.ncaa.org/player/index?id=15580&org_id=219&stats_player_seq=2347397&year_stat_category_id=14841
Malik Williams,INF,,,Junior,Lipscomb University,NCAA: Division 1,TN,Toronto,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=28600&stats_player_seq=2309752
Jason Willow,OF/INF,R,R,Junior,"University of California, Santa Barbara",NCAA: Division 1,CA,"Victoria, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=104&stats_player_seq=1996114
Brantt Wood,IF,,,Junior,Mayville State University,NAIA,ND,"Saskatoon, Saskatchewan",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1720&plr=169270
Kaiden Zacharias,OF,,,Junior,Asbury University,NAIA,KY,Lloydminster,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=8291&plr=177569
Kevin Zhang,RHP,R,R,Junior,Cedarville University,NCAA: Division 2,OH,"Toronto, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=30124&stats_player_seq=2132510&year_stat_category_id=14841
Aris Zimakas,LHP,L,L,Junior,Oakland University,NCAA: Division 1,MI,"Montreal, Quebec",https://stats.ncaa.org/player/index?id=15580&org_id=514&stats_player_seq=2488688&year_stat_category_id=14841
Zach Zinck,RHP,L,R,Junior,Ave Maria University,NAIA,FL,"Bridgewater, Nova Scotia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=15387&plr=196091&reportName=BA_PP_P_GBG_DAN_PITCHING
Jack Anderson,LHP,L,L,Senior,Hofstra University,NCAA: Division 1,NY,Ontario,https://stats.ncaa.org/player/index?id=15580&org_id=283&stats_player_seq=1981044&year_stat_category_id=14841
Kyle Angielski,OF/C,R,R,Senior,Presentation College,NAIA,SD,"Regina, Saskatchewan",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=19072&plr=177427
Sam Avila,IF,R,R,Senior,Southwest Baptist University,NCAA: Division 2,MO,"Kamloops, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=2755&stats_player_seq=2128207
Tyrus Barclay,C,R,R,Senior,University of Mary,NCAA: Division 2,ND,"Wyoming, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30075&stats_player_seq=2131066
Alex Bedard,OF,R,R,Senior,Southwestern Oklahoma State University,NCAA: Division 2,OK,"Levis, Quebec",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8744&stats_player_seq=2127324
Dylan Bells,LHP,L,L,Senior,St. Mary's University,NCAA: Division 2,TX,"Regina, Saskatchewan",https://stats.ncaa.org/player/index?id=15580&org_id=1346&stats_player_seq=2328033&year_stat_category_id=14841
Danny Berg,OF,L,R,Senior,Lynn University,NCAA: Division 2,FL,Saskatoon,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=20794&stats_player_seq=2305454
Josh Blackwell,RHP,R,R,Senior,State University of New York Polytechnic Institute,NCAA: Division 3,NY,"Owen Sound, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=9500&stats_player_seq=2525816&year_stat_category_id=14841
Matt Bondarchuk,OF,L,R,Senior,"University of Nebraska, Omaha",NCAA: Division 1,NE,"Edmonton, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=464&stats_player_seq=2137408
Dylan Borman,IF,R,R,Senior,"University of Arkansas, Monticello",NCAA: Division 2,AR,"Camrose, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8411&stats_player_seq=1976593
Landen Bourassa,RHP,R,R,Senior,University of San Francisco,NCAA: Division 1,CA,"Lethbridge, Alberta",https://stats.ncaa.org/player/index?id=15580&org_id=629&stats_player_seq=1996737&year_stat_category_id=14841
James Bradwell,RHP,R,R,Senior,University of British Columbia,NAIA,BC,"Gibsons, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=155220&reportName=BA_PP_B_GBG_BAT
Archer Brookman,C/1B,R,R,Senior,The Ohio State University,NCAA: Division 1,OH,"Pointe-Claire, Quebec",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=518&stats_player_seq=2347893
Lawson Burnett,IF,R,R,Senior,Northwood University,NCAA: Division 2,MI,"London, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=510&stats_player_seq=2328411
Dominic Campeau,C/IB,,,Senior,Hope International University,NAIA,CA,"Orange, California",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=20599&plr=184327
Brady Cappe,RHP,R,R,Senior,Lindsey Wilson College,NAIA,KY,"Waterford, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1711&plr=196727&reportName=BA_PP_P_GBG_DAN_PITCHING
Nik Cardinal,P,,,Senior,"California State University, Fresno",NCAA: Division 1,CA,"Bonnyville, Alberta",https://stats.ncaa.org/player/index?id=15580&org_id=96&stats_player_seq=2117714&year_stat_category_id=14841
Jacob Charron,C,R,R,Senior,Keiser University,NAIA,FL,"Ottawa, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1740&plr=183375
Matthew Clay,OF,L,L,Senior,The College of Idaho,NAIA,ID,"Port Moody, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1612&plr=172203
Alex Cull,IF,R,R,Senior,Albion College,NCAA: Division 3,MI,"Windsor, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=15&stats_player_seq=2299398
Spencer Davis,RHP,R,R,Senior,Arizona Christian University,NAIA,AZ,"Regina, Saskatchewan",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=17740&plr=186618&reportName=BA_PP_P_GBG_DAN_PITCHING
Cooper Davis,OF,L,R,Senior,Vanderbilt University,NCAA: Division 1,TN,"Mississauga, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=736&stats_player_seq=1978815
DJ DePiero,LHP,L,L,Senior,Bradley University,NCAA: Division 1,IL,"Thunder Bay, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=72&stats_player_seq=2124681&year_stat_category_id=14841
Zach Demchenko,RHP,R,R,Senior,Friends University,NAIA,KS,"Okotoks, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1674&plr=186324&reportName=BA_PP_P_GBG_DAN_PITCHING
Zach Diewert,OF,R,R,Senior,Southeastern University,NAIA,FL,"Chemainus, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=9105&plr=194332
Tyler Dobie,IF,R,R,Senior,Point Park University,NAIA,PA,Toronto,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1758&plr=180115
Tyler Duncan,OF,L,R,Senior,Arkansas State University,NCAA: Division 1,AR,"Sooke, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30&stats_player_seq=2119909
Cyprien Dussenne,RHP,R,R,Senior,Cameron University,NCAA: Division 2,OK,"Montreal, Quebec / Ottignies-Louvain-la-Neuve, Belgium",
Cameron Dyck,RHP,R,R,Senior,Niagara University,NCAA: Division 1,NY,"Oakville, Ontario",https://stats.ncaa.org/player/index?id=14781&org_id=482&stats_player_seq=1991374&year_stat_category_id=14644
Martin Eckard,RHP,R,R,Senior,Indiana Tech,NAIA,IN,"Victoria, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1692&plr=178255&reportName=BA_PP_P_GBG_DAN_PITCHING
Canice Ejoh,OF,R,R,Senior,Seton Hill University,NCAA: Division 2,PA,"Brampton, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30063&stats_player_seq=1978236
Jesse Elliott,INF,,,Senior,University of Charleston,NCAA: Division 2,WV,"Ajax, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1013&stats_player_seq=1886574
Ben Erwin,RHP,R,R,Senior,Niagara University,NCAA: Division 1,NY,"Spruce Grove, Alberta",https://stats.ncaa.org/player/index?id=15580&org_id=482&stats_player_seq=1991372&year_stat_category_id=14841
Thomas Espig,LHP,R,L,Senior,Yale University,NCAA: Division 1,CT,"Vancouver, British Columbia",https://stats.ncaa.org/player/index?id=15204&org_id=813&stats_player_seq=1888439&year_stat_category_id=14761
Chris Ewanik,INF/OF,L,R,Senior,Husson University,NCAA: Division 3,ME,"Spruce Grove, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1133&stats_player_seq=2359269
George Farid,3B,R,R,Senior,Mississippi College,NCAA: Division 2,MS,"Mississauga, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=429&stats_player_seq=2319015
Zac Fascia,C,L,R,Senior,Purdue University,NCAA: Division 1,IN,"Brampton, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=559&stats_player_seq=2119767
Jesse Fishbaum,OF,R,R,Senior,Cleary University,NAIA,MI,"Toronto, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=21009&plr=177781
Mathieu Gauthier,RHP,R,R,Senior,West Texas A&M University,NCAA: Division 2,TX,"Montreal, Quebec",https://stats.ncaa.org/player/index?id=15580&org_id=767&stats_player_seq=1887218&year_stat_category_id=14841
Brendan Gerbert,INF,R,R,Senior,Point University,NAIA,GA,"Surrey, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18705&plr=188272
Julien Giroux-Harvey,OF/RHP,L,R,Senior,Saint Michael's College,NCAA: Division 2,VT,"Montreal, Québec","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=613&stats_player_seq=1985012,https://stats.ncaa.org/player/index?id=15580&org_id=613&stats_player_seq=1985012&year_stat_category_id=14841"
Daniel Gore,RHP,R,R,Senior,Madonna University,NAIA,MI,"Tecumseh, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1715&plr=169455&reportName=BA_PP_P_GBG_DAN_PITCHING
Shawn Grandmont,IF,R,R,Senior,Northwest Nazarene University,NCAA: Division 2,ID,"Lethbridge, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1274&stats_player_seq=2129137
Andrew Grieder,LHP,L,L,Senior,Oklahoma Wesleyan University,NAIA,OK,Spruce Grove,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1749&plr=196037&reportName=BA_PP_P_GBG_DAN_PITCHING
James Hardy,RHP,R,R,Senior,Southwest Minnesota State University,NCAA: Division 2,MN,"Langley, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=8736&stats_player_seq=1894538&year_stat_category_id=14841
Colton Harold,OF,,,Senior,Northwestern College,NAIA,IA,"Abbotsford, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1742&plr=154508
Jameson Hart,OF/RHP,L,R,Senior,William Penn University,NAIA,IA,"Sarnia, Ontario","http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1823&plr=189657,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1823&plr=189657&reportName=BA_PP_P_GBG_DAN_PITCHING"
Max Hewitt,C/INF,L,R,Senior,Oklahoma State University,NCAA: Division 1,OK,"Midhurst, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=521&stats_player_seq=1978016
Matt Hilderbrandt,DH,L,R,Senior,Limestone University,NCAA: Division 2,SC,"Bowmanville, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1174&stats_player_seq=2128938
Jason Hill,INF,L,R,Senior,Central Washington University,NCAA: Division 2,WA,"Surrey, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1010&stats_player_seq=2137210
William Hlady,RHP,R,R,Senior,Valley City State University,NAIA,ND,"Dauphin, Manitoba",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1809&plr=181448&reportName=BA_PP_P_GBG_DAN_PITCHING
Tyler Hoefer,RHP/INF,R,R,Senior,Central Washington University,NCAA: Division 2,WA,"Delta, British Columbia","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1010&stats_player_seq=1884526,https://stats.ncaa.org/player/index?id=15580&org_id=1010&stats_player_seq=1884526&year_stat_category_id=14841"
Ryan Humeniuk,OF,,,Senior,University of Louisiana at Monroe,NCAA: Division 1,LA,"Stonewall, Manitoba",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=498&stats_player_seq=2140005
Corey Jackson,RHP,R,R,Senior,Bellevue University,NAIA,NE,"Calgary, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1623&plr=183108&reportName=BA_PP_P_GBG_DAN_PITCHING
Owen Jansen,2B/3B,L,R,Senior,Saint Leo University,NCAA: Division 2,FL,"Oakville, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=608&stats_player_seq=1988218
Riley Jepson,OF,L,R,Senior,University of Texas at Tyler,NCAA: Division 2,TX,"Kamloops, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30028&stats_player_seq=2322167
Ethan Jodouin,1B,L,R,Senior,Cleary University,NAIA,MI,"Sudbury, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=21009&plr=165812
Alex Jones,LHP,L,L,Senior,Niagara University,NCAA: Division 1,NY,"Bowmanville, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=482&stats_player_seq=1991367&year_stat_category_id=14841
Griffin Keller,UTL,,,Senior,Georgia Gwinnett College,NAIA,GA,"Pilot Butte, Saskatchewan",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18986&plr=194728
Justin King,OF,,,Senior,University of Louisiana at Monroe,NCAA: Division 1,LA,"Okotoks, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=498&stats_player_seq=2468587
Ben Komonosky,C,R,R,Senior,University of Evansville,NCAA: Division 1,IN,"Regina, Saskatchewan",https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15580&org_id=219&stats_player_seq=2141228
Gibson Krzeminski,OF/3B,S,R,Senior,Canisius College,NCAA: Division 1,NY,"Tecumseh, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=116&stats_player_seq=2308965
Keegan Kwong,OF/RHP,R,R,Senior,Goshen College,NAIA,IN,"Edmonton, Alberta","http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1678&plr=170145,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1678&plr=170145&reportName=BA_PP_P_GBG_DAN_PITCHING"
David LeBlanc,OF,R,R,Senior,Husson University,NCAA: Division 3,ME,"Beaumont, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1133&stats_player_seq=2152386
Marc Lebreux,OF,L,R,Senior,University of Virginia,NCAA: Division 1,VA,"Montreal, Quebec",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=746&stats_player_seq=2306460
Daniel Lichty,IF,S,R,Senior,Huntington University,NAIA,IN,"Denfield, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1688&plr=155484
Eric Lindsay,RHP,R,R,Senior,Friends University,NAIA,KS,"Cambridge, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1674&plr=186327&reportName=BA_PP_P_GBG_DAN_PITCHING
Shaun Logan,,,,Senior,University of Dubuque,NCAA: Division 3,IA,Calgary,https://stats.ncaa.org/player/index?id=15580&org_id=192&stats_player_seq=1986953&year_stat_category_id=14841
Alex MacKinnon,RHP,R,R,Senior,Niagara University,NCAA: Division 1,NY,"Aurora, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=482&stats_player_seq=1874114&year_stat_category_id=14841
Matthew Malgi,IF,L,R,Senior,Saginaw Valley State University,NCAA: Division 2,MI,"Woodbridge, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15204&org_id=591&stats_player_seq=1646558
Benjamin Marsh,LHP,L,L,Senior,State University of New York at Oneonta,NCAA: Division 3,NY,"Halifax, Nova Scotia",https://stats.ncaa.org/player/index?id=15580&org_id=526&stats_player_seq=2320340&year_stat_category_id=14841
Jacob Martins,IF,R,R,Senior,Canisius College,NCAA: Division 1,NY,"Richmond Hill, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=116&stats_player_seq=1978237
Parker McRae,RHP,R,R,Senior,University of Mary,NCAA: Division 2,ND,"Nipawin, Saskatchewan",https://stats.ncaa.org/player/index?id=15580&org_id=30075&stats_player_seq=2148832&year_stat_category_id=14841
Tate Morrell,OF,L,R,Senior,Missouri University of Science and Technology,NCAA: Division 2,MO,"Lloydminster, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=435&stats_player_seq=2324948
Kobe Morris,INF,,,Senior,Southern Arkansas University,NCAA: Division 2,AR,"Victoria, British Colombia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1376&stats_player_seq=2121006
Rhys Morris,RHP,R,R,Senior,"University of Minnesota, Morris",NCAA: Division 3,MN,"Winnipeg, Manitoba",https://stats.ncaa.org/player/index?id=15580&org_id=1226&stats_player_seq=2155657&year_stat_category_id=14841
Noah Myers,OF,L,R,Senior,University of South Carolina,NCAA: Division 1,SC,"Wyoming, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=648&stats_player_seq=2304796
Jakob Newton,OF,,,Senior,Florida Institute of Technology,NCAA: Division 2,FL,Oakville,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=230&stats_player_seq=1980562
Jonah Offman,RHP,-,R,Senior,Johns Hopkins University,NCAA: Division 3,MD,"Thornhill, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=322&stats_player_seq=2000129&year_stat_category_id=14841
Grant Okawa,IF,R,R,Senior,University of Jamestown,NAIA,ND,"Mississauga, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1699&plr=169341
Yi-Fan Pan,INF,R,R,Senior,Central Washington University,NCAA: Division 2,WA,"Langley, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1010&stats_player_seq=1884520
Konner Piotto,C,,,Senior,Wright State University,NCAA: Division 1,OH,Abbotsford BC,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=810&stats_player_seq=2137791
Aaron Pugh,RHP,R,R,Senior,University of Jamestown,NAIA,ND,"Boissevain, Manitoba",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1699&plr=169349&reportName=BA_PP_P_GBG_DAN_PITCHING
Tanner Rempel,C,R,R,Senior,Colorado Mesa University,NCAA: Division 2,CO,"Abbotsford, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=11416&stats_player_seq=1778224
Devon Robb,RHP,R,R,Senior,Ohio Dominican University,NCAA: Division 2,OH,Kingston,https://stats.ncaa.org/player/index?id=15580&org_id=30119&stats_player_seq=2346529&year_stat_category_id=14841
Daniel Rockwell,INF,L,R,Senior,Mount Marty College,NAIA,SD,"Victoria, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1733&plr=190148
Tyler Schindel,OF,L,R,Senior,San Diego Christian College,NAIA,CA,"Victoria, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1854&plr=152960
Tyler Scott,IF,R,R,Senior,Bryan College,NAIA,TN,"Calgary, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1636&plr=148216
Ari Sechopoulos,1B,,,Senior,College of Charleston,NCAA: Division 1,SC,"Windsor, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1014&stats_player_seq=1879321
Nick Seginowich,C,R,R,Senior,Angelo State University,NCAA: Division 2,TX,"Victoria, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=25&stats_player_seq=2131142
Austin Skelhorn,RHP,R,R,Senior,Ottawa University,NAIA,KS,"Aurora, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1752&plr=187302&reportName=BA_PP_P_GBG_DAN_PITCHING
Ethan Skuija,RHP,R,R,Senior,"California State University, Bakersfield",NCAA: Division 1,CA,"Victoria, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=94&stats_player_seq=2127058&year_stat_category_id=14841
Kyle Smyth,RHP,L,R,Senior,Niagara University,NCAA: Division 1,NY,"Whitby, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=482&stats_player_seq=1991309&year_stat_category_id=14841
Chase Stewart,RHP,R,R,Senior,Mercyhurst University,NCAA: Division 2,PA,"Abbostsford, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=408&stats_player_seq=2507497&year_stat_category_id=14841
Mat Szabo,RHP,L,R,Senior,Angelo State University,NCAA: Division 2,TX,"Sarnia, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=25&stats_player_seq=2481322&year_stat_category_id=14841
Austin Tambellini,LHP,L,L,Senior,"Louisiana State University, Shreveport",NAIA,LA,"Nelson, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1710&plr=171313&reportName=BA_PP_P_GBG_DAN_PITCHING
Ben Teplin,INF,R,R,Senior,Indiana University of Pennsylvania,NCAA: Division 2,PA,"Richmond Hill, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=307&stats_player_seq=1996189
Joe Tevlin,C,R,R,Senior,Niagara University,NCAA: Division 1,NY,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=482&stats_player_seq=1874110
Jonathan Thibodeau,C,R,R,Senior,University of West Alabama,NCAA: Division 2,AL,"Burlington, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=358&stats_player_seq=1871202
Eric Thrower,OF,R,R,Senior,Georgetown College,NAIA,KY,Toronto,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1676&plr=172300
David Tongue,RHP,R,R,Senior,Southwest Baptist University,NCAA: Division 2,MO,"Kelowna, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=2755&stats_player_seq=2128294&year_stat_category_id=14841
Sam Turcotte,RHP,L,R,Senior,Stony Brook University,NCAA: Division 1,NY,"Toronto, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=683&stats_player_seq=1866153&year_stat_category_id=14841
Daniel Warkentin,IF,R,R,Senior,Eastern Michigan University,NCAA: Division 1,MI,"Leamington, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=204&stats_player_seq=2349393
Jayson Wilbur,LHP,R,L,Senior,Indiana University of Pennsylvania,NCAA: Division 2,PA,"Courtice, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=307&stats_player_seq=2328832&year_stat_category_id=14841
Jake Wilson,OF,,,Senior,Liberty University,NCAA: Division 1,VA,"New Lowell, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=355&stats_player_seq=1887417
